date,market,open,close
2026-04-14,Mumbai Day,239,369
2026-04-14,Mumbai Night,268,158
2026-04-14,Rajdhani Day,556,880
2026-04-14,Rajdhani Night,149,670
2026-04-14,Sridevi,790,169
2026-04-14,Sridevi Night,468,679
2026-04-14,Supreme Day,889,259
2026-04-14,Supreme Night,600,136
2026-04-14,Tara Mumbai Day,567,500
2026-04-14,Time Bazar,778,240
2026-04-15,Kalyan,458,269
2026-04-15,Kalyan Morning,357,679
2026-04-15,Kalyan Night,880,147
2026-04-15,Madhur Day,460,127
2026-04-15,Madhur Morning,569,489
2026-04-15,Madhur Night,579,445
2026-04-15,Madhuri,570,269
2026-04-15,Madhuri Night,467,478
2026-04-15,Main Bazar,366,779
2026-04-15,Milan Day,350,788
2026-04-15,Milan Morning,278,236
2026-04-15,Milan Night,460,458
2026-04-15,Mumbai Day,457,468
2026-04-15,Mumbai Night,478,380
2026-04-15,Rajdhani Day,790,378
2026-04-15,Rajdhani Night,239,500
2026-04-15,Sridevi,140,168
2026-04-15,Sridevi Night,124,166
2026-04-15,Supreme Day,268,148
2026-04-15,Supreme Night,470,800
2026-04-15,Tara Mumbai Day,678,569
2026-04-15,Time Bazar,128,279
2026-04-16,Kalyan,140,599
2026-04-16,Kalyan Morning,456,358
2026-04-16,Kalyan Night,345,470
2026-04-16,Madhur Day,259,258
2026-04-16,Madhur Morning,240,349
2026-04-16,Madhur Night,556,679
2026-04-16,Madhuri,678,160
2026-04-16,Madhuri Night,239,280
2026-04-16,Main Bazar,148,156
2026-04-16,Milan Day,467,346
2026-04-16,Milan Morning,578,346
2026-04-16,Milan Night,568,479
2026-04-16,Mumbai Day,589,236
2026-04-16,Mumbai Night,134,449
2026-04-16,Rajdhani Day,180,190
2026-04-16,Rajdhani Night,133,890
2026-04-16,Sridevi,568,567
2026-04-16,Sridevi Night,179,788
2026-04-16,Supreme Day,350,660
2026-04-16,Supreme Night,156,689
2026-04-16,Tara Mumbai Day,237,477
2026-04-16,Time Bazar,455,180
2026-04-17,Kalyan,279,469
2026-04-17,Kalyan Morning,460,290
2026-04-17,Kalyan Night,178,378
2026-04-17,Madhur Day,800,227
2026-04-17,Madhur Morning,490,478
2026-04-17,Madhur Night,258,235
2026-04-17,Madhuri,258,556
2026-04-17,Madhuri Night,140,248
2026-04-17,Main Bazar,448,147
2026-04-17,Milan Day,356,360
2026-04-17,Milan Morning,169,489
2026-04-17,Milan Night,189,380
2026-04-17,Mumbai Day,478,230
2026-04-17,Mumbai Night,300,690
2026-04-17,Rajdhani Day,134,477
2026-04-17,Rajdhani Night,260,140
2026-04-17,Sridevi,256,346
2026-04-17,Sridevi Night,156,579
2026-04-17,Supreme Day,370,239
2026-04-17,Supreme Night,129,134
2026-04-17,Tara Mumbai Day,360,145
2026-04-17,Time Bazar,236,157
2026-04-18,Kalyan,490,120
2026-04-18,Kalyan Morning,460,789
2026-04-18,Madhur Day,370,130
2026-04-18,Madhur Morning,137,167
2026-04-18,Madhur Night,178,468
2026-04-18,Madhuri,360,679
2026-04-18,Madhuri Night,138,130
2026-04-18,Milan Day,125,679
2026-04-18,Milan Morning,290,124
2026-04-18,Milan Night,468,356
2026-04-18,Mumbai Day,680,250
2026-04-18,Mumbai Night,500,279
2026-04-18,Rajdhani Day,890,166
2026-04-18,Sridevi,567,777
2026-04-18,Sridevi Night,600,450
2026-04-18,Supreme Day,799,178
2026-04-18,Supreme Night,148,259
2026-04-18,Tara Mumbai Day,156,244
2026-04-18,Time Bazar,449,336
2026-04-19,Kalyan Morning,689,349
2026-04-19,Madhur Day,224,235
2026-04-19,Madhur Morning,370,290
2026-04-19,Madhuri,246,136
2026-04-19,Milan Morning,237,556
2026-04-19,Mumbai Day,300,236
2026-04-19,Mumbai Night,388,660
2026-04-19,Sridevi,157,126
2026-04-19,Sridevi Night,168,345
2026-04-19,Supreme Day,790,689
2026-04-19,Supreme Night,260,239
2026-04-20,Kalyan,348,148
2026-04-20,Kalyan Morning,190,236
2026-04-20,Kalyan Night,357,589
2026-04-20,Madhur Day,170,589
2026-04-20,Madhur Morning,167,590
2026-04-20,Madhur Night,699,370
2026-04-20,Madhuri,359,169
2026-04-20,Madhuri Night,147,370
2026-04-20,Main Bazar,114,500
2026-04-20,Milan Day,147,188
2026-04-20,Milan Morning,458,138
2026-04-20,Milan Night,457,258
2026-04-20,Mumbai Day,189,569
2026-04-20,Mumbai Night,226,290
2026-04-20,Rajdhani Day,559,579
2026-04-20,Rajdhani Night,578,127
2026-04-20,Sridevi,178,259
2026-04-20,Sridevi Night,440,224
2026-04-20,Supreme Day,138,157
2026-04-20,Supreme Night,257,122
2026-04-20,Tara Mumbai Day,700,237
2026-04-20,Time Bazar,237,113
2026-04-21,Kalyan,690,480
2026-04-21,Kalyan Morning,380,120
2026-04-21,Kalyan Night,670,239
2026-04-21,Madhur Day,346,188
2026-04-21,Madhur Morning,170,229
2026-04-21,Madhur Night,457,466
2026-04-21,Madhuri,390,260
2026-04-21,Madhuri Night,124,360
2026-04-21,Main Bazar,190,779
2026-04-21,Milan Day,280,355
2026-04-21,Milan Morning,358,146
2026-04-21,Milan Night,449,190
2026-04-21,Mumbai Day,457,379
2026-04-21,Mumbai Night,450,357
2026-04-21,Rajdhani Day,345,368
2026-04-21,Rajdhani Night,889,459
2026-04-21,Sridevi,138,290
2026-04-21,Sridevi Night,199,256
2026-04-21,Supreme Day,578,236
2026-04-21,Supreme Night,579,300
2026-04-21,Tara Mumbai Day,378,347
2026-04-21,Time Bazar,236,128
2026-04-22,Kalyan,455,459
2026-04-22,Kalyan Morning,448,336
2026-04-22,Kalyan Night,239,678
2026-04-22,Madhur Day,346,360
2026-04-22,Madhur Morning,899,168
2026-04-22,Madhur Night,788,678
2026-04-22,Madhuri,159,249
2026-04-22,Madhuri Night,237,226
2026-04-22,Main Bazar,123,556
2026-04-22,Milan Day,190,167
2026-04-22,Milan Morning,145,200
2026-04-22,Milan Night,333,677
2026-04-22,Mumbai Day,235,120
2026-04-22,Mumbai Night,115,267
2026-04-22,Rajdhani Day,690,367
2026-04-22,Rajdhani Night,122,355
2026-04-22,Sridevi,234,188
2026-04-22,Sridevi Night,350,369
2026-04-22,Supreme Day,880,599
2026-04-22,Supreme Night,127,560
2026-04-22,Tara Mumbai Day,670,117
2026-04-22,Time Bazar,457,137
2026-04-23,Kalyan,479,220
2026-04-23,Kalyan Morning,120,170
2026-04-23,Kalyan Night,256,378
2026-04-23,Madhur Day,580,370
2026-04-23,Madhur Morning,488,117
2026-04-23,Madhur Night,149,266
2026-04-23,Madhuri,150,269
2026-04-23,Madhuri Night,149,110
2026-04-23,Main Bazar,230,269
2026-04-23,Milan Day,224,479
2026-04-23,Milan Morning,120,138
2026-04-23,Milan Night,490,150
2026-04-23,Mumbai Day,400,330
2026-04-23,Mumbai Night,178,347
2026-04-23,Rajdhani Day,780,235
2026-04-23,Rajdhani Night,557,380
2026-04-23,Sridevi,490,270
2026-04-23,Sridevi Night,460,236
2026-04-23,Supreme Day,379,115
2026-04-23,Supreme Night,456,448
2026-04-23,Tara Mumbai Day,459,349
2026-04-23,Time Bazar,569,136
2026-04-24,Kalyan,468,256
2026-04-24,Kalyan Morning,356,259
2026-04-24,Kalyan Night,134,128
2026-04-24,Madhur Day,668,570
2026-04-24,Madhur Morning,240,568
2026-04-24,Madhur Night,579,137
2026-04-24,Madhuri,348,260
2026-04-24,Madhuri Night,167,127
2026-04-24,Main Bazar,780,399
2026-04-24,Milan Day,890,234
2026-04-24,Milan Morning,234,260
2026-04-24,Milan Night,188,179
2026-04-24,Mumbai Day,110,350
2026-04-24,Mumbai Night,688,180
2026-04-24,Rajdhani Day,127,600
2026-04-24,Rajdhani Night,349,378
2026-04-24,Sridevi,455,470
2026-04-24,Sridevi Night,677,113
2026-04-24,Supreme Day,469,125
2026-04-24,Supreme Night,566,227
2026-04-24,Tara Mumbai Day,358,499
2026-04-24,Time Bazar,118,126
2026-04-25,Kalyan,269,450
2026-04-25,Kalyan Morning,346,236
2026-04-25,Madhur Day,237,178
2026-04-25,Madhur Morning,560,125
2026-04-25,Madhur Night,340,180
2026-04-25,Madhuri,125,459
2026-04-25,Madhuri Night,137,489
2026-04-25,Milan Day,360,566
2026-04-25,Milan Morning,159,388
2026-04-25,Milan Night,234,280
2026-04-25,Mumbai Day,230,120
2026-04-25,Mumbai Night,459,578
2026-04-25,Rajdhani Day,269,125
2026-04-25,Sridevi,338,560
2026-04-25,Sridevi Night,240,244
2026-04-25,Supreme Day,390,224
2026-04-25,Supreme Night,467,567
2026-04-25,Tara Mumbai Day,238,477
2026-04-25,Time Bazar,135,460
2026-04-26,Kalyan Morning,567,569
2026-04-26,Madhur Day,790,113
2026-04-26,Madhur Morning,370,260
2026-04-26,Madhuri,470,468
2026-04-26,Milan Morning,122,127
2026-04-26,Mumbai Day,250,369
2026-04-26,Mumbai Night,139,479
2026-04-26,Sridevi,458,690
2026-04-26,Sridevi Night,234,268
2026-04-26,Supreme Day,778,170
2026-04-26,Supreme Night,146,148
2026-04-27,Kalyan,179,135
2026-04-27,Kalyan Morning,256,239
2026-04-27,Kalyan Night,339,370
2026-04-27,Madhur Day,299,146
2026-04-27,Madhur Morning,559,145
2026-04-27,Madhur Night,226,389
2026-04-27,Madhuri,368,569
2026-04-27,Madhuri Night,257,158
2026-04-27,Main Bazar,388,348
2026-04-27,Milan Day,359,460
2026-04-27,Milan Morning,135,126
2026-04-27,Milan Night,448,119
2026-04-27,Mumbai Day,560,113
2026-04-27,Mumbai Night,159,589
2026-04-27,Rajdhani Day,447,344
2026-04-27,Rajdhani Night,358,120
2026-04-27,Sridevi,157,359
2026-04-27,Sridevi Night,246,339
2026-04-27,Supreme Day,890,256
2026-04-27,Supreme Night,440,570
2026-04-27,Tara Mumbai Day,789,156
2026-04-27,Time Bazar,349,268
2026-04-28,Kalyan,469,224
2026-04-28,Kalyan Morning,358,147
2026-04-28,Kalyan Night,566,358
2026-04-28,Madhur Day,119,688
2026-04-28,Madhur Morning,237,358
2026-04-28,Madhur Night,146,459
2026-04-28,Madhuri,147,127
2026-04-28,Madhuri Night,245,180
2026-04-28,Main Bazar,238,247
2026-04-28,Milan Day,144,599
2026-04-28,Milan Morning,289,239
2026-04-28,Milan Night,137,289
2026-04-28,Mumbai Day,250,560
2026-04-28,Mumbai Night,790,345
2026-04-28,Rajdhani Day,234,569
2026-04-28,Rajdhani Night,440,780
2026-04-28,Sridevi,459,244
2026-04-28,Sridevi Night,560,677
2026-04-28,Supreme Day,688,346
2026-04-28,Supreme Night,120,790
2026-04-28,Tara Mumbai Day,348,677
2026-04-28,Time Bazar,468,158
2026-04-29,Kalyan,890,348
2026-04-29,Kalyan Morning,166,449
2026-04-29,Kalyan Night,460,450
2026-04-29,Madhur Day,256,566
2026-04-29,Madhur Morning,468,346
2026-04-29,Madhur Night,112,390
2026-04-29,Madhuri,140,134
2026-04-29,Madhuri Night,146,147
2026-04-29,Main Bazar,168,112
2026-04-29,Milan Day,889,466
2026-04-29,Milan Morning,228,245
2026-04-29,Milan Night,289,247
2026-04-29,Mumbai Day,120,350
2026-04-29,Mumbai Night,550,699
2026-04-29,Rajdhani Day,889,449
2026-04-29,Rajdhani Night,160,128
2026-04-29,Sridevi,224,669
2026-04-29,Sridevi Night,790,490
2026-04-29,Supreme Day,117,579
2026-04-29,Supreme Night,116,123
2026-04-29,Tara Mumbai Day,568,167
2026-04-29,Time Bazar,360,188
2026-04-30,Kalyan,256,269
2026-04-30,Kalyan Morning,490,458
2026-04-30,Kalyan Night,224,145
2026-04-30,Madhur Day,588,130
2026-04-30,Madhur Morning,125,340
2026-04-30,Madhur Night,570,289
2026-04-30,Madhuri,159,288
2026-04-30,Madhuri Night,179,137
2026-04-30,Main Bazar,145,188
2026-04-30,Milan Day,388,340
2026-04-30,Milan Morning,279,125
2026-04-30,Milan Night,469,268
2026-04-30,Mumbai Day,569,450
2026-04-30,Mumbai Night,240,890
2026-04-30,Rajdhani Day,478,780
2026-04-30,Rajdhani Night,679,199
2026-04-30,Sridevi,466,366
2026-04-30,Sridevi Night,177,579
2026-04-30,Supreme Day,800,457
2026-04-30,Supreme Night,360,557
2026-04-30,Tara Mumbai Day,260,129
2026-04-30,Time Bazar,167,149
2026-05-01,Kalyan,180,250
2026-05-01,Kalyan Morning,456,390
2026-05-01,Kalyan Night,134,357
2026-05-01,Madhur Day,250,169
2026-05-01,Madhur Morning,277,133
2026-05-01,Madhur Night,339,369
2026-05-01,Madhuri,569,160
2026-05-01,Madhuri Night,349,188
2026-05-01,Main Bazar,260,170
2026-05-01,Milan Day,112,236
2026-05-01,Milan Morning,148,129
2026-05-01,Milan Night,599,345
2026-05-01,Mumbai Day,457,230
2026-05-01,Mumbai Night,159,347
2026-05-01,Rajdhani Day,590,470
2026-05-01,Rajdhani Night,688,250
2026-05-01,Sridevi,130,234
2026-05-01,Sridevi Night,247,378
2026-05-01,Supreme Day,237,480
2026-05-01,Supreme Night,358,147
2026-05-01,Tara Mumbai Day,167,114
2026-05-01,Time Bazar,257,580
2026-05-02,Kalyan,123,459
2026-05-02,Kalyan Morning,689,158
2026-05-02,Madhur Day,790,569
2026-05-02,Madhur Morning,579,259
2026-05-02,Madhur Night,900,288
2026-05-02,Madhuri,337,230
2026-05-02,Madhuri Night,378,568
2026-05-02,Milan Day,556,189
2026-05-02,Milan Morning,236,180
2026-05-02,Milan Night,128,240
2026-05-02,Mumbai Day,130,240
2026-05-02,Mumbai Night,127,445
2026-05-02,Rajdhani Day,237,389
2026-05-02,Sridevi,248,278
2026-05-02,Sridevi Night,370,580
2026-05-02,Supreme Day,470,288
2026-05-02,Supreme Night,246,230
2026-05-02,Tara Mumbai Day,279,146
2026-05-02,Time Bazar,147,489
2026-05-03,Kalyan Morning,379,348
2026-05-03,Madhur Day,246,378
2026-05-03,Madhur Morning,169,158
2026-05-03,Madhuri,139,890
2026-05-03,Milan Morning,237,189
2026-05-03,Mumbai Day,800,120
2026-05-03,Mumbai Night,255,590
2026-05-03,Sridevi,670,359
2026-05-03,Sridevi Night,399,138
2026-05-03,Supreme Day,458,678
2026-05-03,Supreme Night,479,167
2026-05-04,Kalyan,180,339
2026-05-04,Kalyan Morning,267,336
2026-05-04,Kalyan Night,350,677
2026-05-04,Madhur Day,679,236
2026-05-04,Madhur Morning,660,169
2026-05-04,Madhur Night,489,247
2026-05-04,Madhuri,488,457
2026-05-04,Madhuri Night,489,139
2026-05-04,Main Bazar,289,600
2026-05-04,Milan Day,480,145
2026-05-04,Milan Morning,250,290
2026-05-04,Milan Night,235,247
2026-05-04,Mumbai Day,230,560
2026-05-04,Mumbai Night,477,128
2026-05-04,Rajdhani Day,199,247
2026-05-04,Rajdhani Night,179,399
2026-05-04,Sridevi,160,335
2026-05-04,Sridevi Night,560,244
2026-05-04,Supreme Day,114,269
2026-05-04,Supreme Night,558,145
2026-05-04,Tara Mumbai Day,134,356
2026-05-04,Time Bazar,220,119
2026-05-05,Kalyan,137,148
2026-05-05,Kalyan Morning,678,249
2026-05-05,Kalyan Night,334,260
2026-05-05,Madhur Day,368,590
2026-05-05,Madhur Morning,300,127
2026-05-05,Madhur Night,235,237
2026-05-05,Madhuri,338,378
2026-05-05,Madhuri Night,245,170
2026-05-05,Main Bazar,890,467
2026-05-05,Milan Day,788,570
2026-05-05,Milan Morning,247,678
2026-05-05,Milan Night,678,380
2026-05-05,Mumbai Day,235,357
2026-05-05,Mumbai Night,136,237
2026-05-05,Rajdhani Day,450,480
2026-05-05,Rajdhani Night,148,680
2026-05-05,Sridevi,255,577
2026-05-05,Sridevi Night,778,129
2026-05-05,Supreme Day,679,156
2026-05-05,Supreme Night,455,157
2026-05-05,Tara Mumbai Day,349,260
2026-05-05,Time Bazar,189,580
2026-05-06,Kalyan,568,168
2026-05-06,Kalyan Morning,126,146
2026-05-06,Kalyan Night,379,167
2026-05-06,Madhur Day,340,459
2026-05-06,Madhur Morning,236,450
2026-05-06,Madhur Night,158,457
2026-05-06,Madhuri,337,678
2026-05-06,Madhuri Night,345,120
2026-05-06,Milan Day,139,278
2026-05-06,Milan Morning,366,144
2026-05-06,Milan Night,190,246
2026-05-06,Mumbai Day,567,560
2026-05-06,Mumbai Night,330,789
2026-05-06,Rajdhani Day,460,448
2026-05-06,Rajdhani Night,239,279
2026-05-06,Sridevi,469,158
2026-05-06,Sridevi Night,160,137
2026-05-06,Supreme Day,567,236
2026-05-06,Supreme Night,245,679
2026-05-06,Tara Mumbai Day,499,179
2026-05-06,Time Bazar,440,126
2026-05-07,Kalyan,690,236
2026-05-07,Kalyan Morning,236,140
2026-05-07,Kalyan Night,124,469
2026-05-07,Madhur Day,677,234
2026-05-07,Madhur Morning,489,239
2026-05-07,Madhur Night,126,160
2026-05-07,Madhuri,138,358
2026-05-07,Madhuri Night,344,679
2026-05-07,Main Bazar,158,335
2026-05-07,Milan Day,160,258
2026-05-07,Milan Morning,136,126
2026-05-07,Milan Night,118,167
2026-05-07,Mumbai Day,250,130
2026-05-07,Mumbai Night,125,480
2026-05-07,Rajdhani Day,899,240
2026-05-07,Rajdhani Night,246,258
2026-05-07,Sridevi,112,488
2026-05-07,Sridevi Night,344,577
2026-05-07,Supreme Day,247,370
2026-05-07,Supreme Night,399,125
2026-05-07,Tara Mumbai Day,126,568
2026-05-07,Time Bazar,688,279
2026-05-08,Kalyan,355,167
2026-05-08,Kalyan Morning,224,138
2026-05-08,Kalyan Night,349,367
2026-05-08,Madhur Day,139,880
2026-05-08,Madhur Morning,270,670
2026-05-08,Madhur Night,120,799
2026-05-08,Madhuri,112,248
2026-05-08,Madhuri Night,459,237
2026-05-08,Main Bazar,780,600
2026-05-08,Milan Day,123,360
2026-05-08,Milan Morning,233,134
2026-05-08,Milan Night,279,148
2026-05-08,Mumbai Day,120,450
2026-05-08,Mumbai Night,570,499
2026-05-08,Rajdhani Day,790,440
2026-05-08,Rajdhani Night,240,259
2026-05-08,Sridevi,177,146
2026-05-08,Sridevi Night,266,247
2026-05-08,Supreme Day,670,166
2026-05-08,Supreme Night,556,110
2026-05-08,Tara Mumbai Day,500,160
2026-05-08,Time Bazar,466,579
2026-05-09,Kalyan,137,288
2026-05-09,Kalyan Morning,470,699
2026-05-09,Madhur Day,160,478
2026-05-09,Madhur Morning,567,459
2026-05-09,Madhur Night,237,160
2026-05-09,Madhuri,180,157
2026-05-09,Madhuri Night,135,478
2026-05-09,Milan Day,480,167
2026-05-09,Milan Morning,379,568
2026-05-09,Milan Night,490,349
2026-05-09,Mumbai Day,478,389
2026-05-09,Mumbai Night,378,557
2026-05-09,Rajdhani Day,128,356
2026-05-09,Sridevi,228,669
2026-05-09,Sridevi Night,379,480
2026-05-09,Supreme Day,255,245
2026-05-09,Supreme Night,500,469
2026-05-09,Tara Mumbai Day,245,124
2026-05-09,Time Bazar,223,800
2026-05-10,Kalyan Morning,169,130
2026-05-10,Madhur Day,140,580
2026-05-10,Madhur Morning,224,447
2026-05-10,Madhuri,490,146
2026-05-10,Milan Morning,127,157
2026-05-10,Mumbai Day,169,450
2026-05-10,Mumbai Night,145,479
2026-05-10,Sridevi,689,468
2026-05-10,Sridevi Night,455,378
2026-05-10,Supreme Day,367,158
2026-05-10,Supreme Night,688,799
2026-05-11,Kalyan,588,770
2026-05-11,Kalyan Morning,270,689
2026-05-11,Kalyan Night,577,259
2026-05-11,Madhur Day,330,589
2026-05-11,Madhur Morning,367,248
2026-05-11,Madhur Night,356,789
2026-05-11,Madhuri,189,388
2026-05-11,Madhuri Night,200,580
2026-05-11,Main Bazar,899,579
2026-05-11,Milan Day,489,345
2026-05-11,Milan Morning,350,299
2026-05-11,Milan Night,128,580
2026-05-11,Mumbai Day,350,200
2026-05-11,Mumbai Night,169,125
2026-05-11,Rajdhani Day,458,228
2026-05-11,Rajdhani Night,566,270
2026-05-11,Sridevi,247,579
2026-05-11,Sridevi Night,358,340
2026-05-11,Supreme Day,223,556
2026-05-11,Supreme Night,188,550
2026-05-11,Tara Mumbai Day,358,250
2026-05-11,Time Bazar,499,247
2026-05-12,Kalyan,579,590
2026-05-12,Kalyan Morning,560,238
2026-05-12,Kalyan Night,259,135
2026-05-12,Madhur Day,359,270
2026-05-12,Madhur Morning,249,567
2026-05-12,Madhur Night,380,280
2026-05-12,Madhuri,236,146
2026-05-12,Madhuri Night,789,225
2026-05-12,Main Bazar,110,379
2026-05-12,Milan Day,478,777
2026-05-12,Milan Morning,590,360
2026-05-12,Milan Night,260,169
2026-05-12,Mumbai Day,400,220
2026-05-12,Mumbai Night,126,478
2026-05-12,Rajdhani Day,249,578
2026-05-12,Rajdhani Night,370,239
2026-05-12,Sridevi,490,357
2026-05-12,Sridevi Night,368,359
2026-05-12,Supreme Day,189,335
2026-05-12,Supreme Night,255,129
2026-05-12,Tara Mumbai Day,789,158
2026-05-12,Time Bazar,246,678
2026-05-13,Kalyan,670,679
2026-05-13,Kalyan Morning,225,678
2026-05-13,Kalyan Night,156,136
2026-05-13,Madhur Day,159,680
2026-05-13,Madhur Morning,349,670
2026-05-13,Madhur Night,127,110
2026-05-13,Madhuri,230,458
2026-05-13,Madhuri Night,370,178
2026-05-13,Main Bazar,369,127
2026-05-13,Milan Day,247,789
2026-05-13,Milan Morning,469,580
2026-05-13,Milan Night,148,189
2026-05-13,Mumbai Day,457,350
2026-05-13,Mumbai Night,566,260
2026-05-13,Rajdhani Day,357,138
2026-05-13,Rajdhani Night,600,233
2026-05-13,Sridevi,660,177
2026-05-13,Sridevi Night,357,258
2026-05-13,Supreme Day,139,347
2026-05-13,Supreme Night,377,459
2026-05-13,Tara Mumbai Day,188,259
2026-05-13,Time Bazar,247,570
2026-05-14,Kalyan,679,479
2026-05-14,Kalyan Morning,289,278
2026-05-14,Kalyan Night,266,589
2026-05-14,Madhur Day,460,138
2026-05-14,Madhur Morning,589,369
2026-05-14,Madhur Night,277,169
2026-05-14,Madhuri,468,567
2026-05-14,Madhuri Night,159,460
2026-05-14,Main Bazar,237,224
2026-05-14,Milan Day,138,568
2026-05-14,Milan Morning,189,269
2026-05-14,Milan Night,289,345
2026-05-14,Mumbai Day,345,378
2026-05-14,Mumbai Night,123,590
2026-05-14,Rajdhani Day,349,379
2026-05-14,Rajdhani Night,190,128
2026-05-14,Sridevi,300,117
2026-05-14,Sridevi Night,379,255
2026-05-14,Supreme Day,235,344
2026-05-14,Supreme Night,356,168
2026-05-14,Tara Mumbai Day,169,578
2026-05-14,Time Bazar,569,150
2026-05-15,Kalyan,234,256
2026-05-15,Kalyan Morning,150,278
2026-05-15,Kalyan Night,247,360
2026-05-15,Madhur Day,136,490
2026-05-15,Madhur Morning,299,160
2026-05-15,Madhur Night,189,677
2026-05-15,Madhuri,889,110
2026-05-15,Madhuri Night,470,369
2026-05-15,Main Bazar,169,167
2026-05-15,Milan Day,170,256
2026-05-15,Milan Morning,470,137
2026-05-15,Milan Night,123,288
2026-05-15,Mumbai Day,355,569
2026-05-15,Mumbai Night,289,245
2026-05-15,Rajdhani Day,350,380
2026-05-15,Rajdhani Night,477,159
2026-05-15,Sridevi,179,578
2026-05-15,Sridevi Night,127,112
2026-05-15,Supreme Day,146,499
2026-05-15,Supreme Night,150,249
2026-05-15,Tara Mumbai Day,259,178
2026-05-15,Time Bazar,388,248
2026-05-16,Kalyan,368,279
2026-05-16,Kalyan Morning,180,340
2026-05-16,Madhur Day,148,590
2026-05-16,Madhur Morning,127,129
2026-05-16,Madhur Night,144,123
2026-05-16,Madhuri,140,146
2026-05-16,Madhuri Night,167,139
2026-05-16,Milan Day,245,479
2026-05-16,Milan Morning,168,236
2026-05-16,Milan Night,370,350
2026-05-16,Mumbai Day,458,155
2026-05-16,Mumbai Night,128,379
2026-05-16,Rajdhani Day,190,357
2026-05-16,Sridevi,690,190
2026-05-16,Sridevi Night,188,338
2026-05-16,Supreme Day,358,129
2026-05-16,Supreme Night,290,258
2026-05-16,Tara Mumbai Day,334,578
2026-05-16,Time Bazar,245,469
2026-05-17,Kalyan Morning,357,230
2026-05-17,Madhur Day,136,128
2026-05-17,Madhur Morning,168,266
2026-05-17,Madhuri,478,126
2026-05-17,Milan Morning,680,234
2026-05-17,Mumbai Day,235,146
2026-05-17,Mumbai Night,890,256
2026-05-17,Sridevi,340,779
2026-05-17,Sridevi Night,337,230
2026-05-17,Supreme Day,145,147
2026-05-17,Supreme Night,256,450
2026-05-18,Kalyan,567,126
2026-05-18,Kalyan Morning,289,125
2026-05-18,Kalyan Night,380,268
2026-05-18,Madhur Day,399,233
2026-05-18,Madhur Morning,367,239
2026-05-18,Madhur Night,360,367
2026-05-18,Madhuri,200,160
2026-05-18,Madhuri Night,390,569
2026-05-18,Main Bazar,257,356
2026-05-18,Milan Day,267,124
2026-05-18,Milan Morning,335,140
2026-05-18,Milan Night,244,239
2026-05-18,Mumbai Day,225,570
2026-05-18,Mumbai Night,236,558
2026-05-18,Rajdhani Day,145,136
2026-05-18,Rajdhani Night,890,450
2026-05-18,Sridevi,338,488
2026-05-18,Sridevi Night,669,336
2026-05-18,Supreme Day,569,136
2026-05-18,Supreme Night,248,366
2026-05-18,Tara Mumbai Day,126,467
2026-05-18,Time Bazar,150,550
2026-05-19,Kalyan,330,347
2026-05-19,Kalyan Morning,389,257
2026-05-19,Kalyan Night,377,358
2026-05-19,Madhur Day,580,169
2026-05-19,Madhur Morning,569,456
2026-05-19,Madhur Night,226,140
2026-05-19,Madhuri,280,156
2026-05-19,Madhuri Night,146,229
2026-05-19,Main Bazar,259,189
2026-05-19,Milan Day,245,467
2026-05-19,Milan Morning,189,334
2026-05-19,Milan Night,369,146
2026-05-19,Mumbai Day,247,249
2026-05-19,Mumbai Night,250,114
2026-05-19,Rajdhani Day,890,900
2026-05-19,Rajdhani Night,568,178
2026-05-19,Sridevi,670,369
2026-05-19,Sridevi Night,145,134
2026-05-19,Supreme Day,369,134
2026-05-19,Supreme Night,379,138
2026-05-19,Tara Mumbai Day,357,588
2026-05-19,Time Bazar,367,489
2026-05-20,Kalyan,689,678
2026-05-20,Kalyan Morning,670,349
2026-05-20,Kalyan Night,890,136
2026-05-20,Madhur Day,146,557
2026-05-20,Madhur Morning,168,357
2026-05-20,Madhur Night,258,340
2026-05-20,Madhuri,779,159
2026-05-20,Madhuri Night,489,580
2026-05-20,Main Bazar,155,344
2026-05-20,Milan Day,000,477
2026-05-20,Milan Morning,146,226
2026-05-20,Milan Night,146,170
2026-05-20,Mumbai Day,230,347
2026-05-20,Mumbai Night,137,338
2026-05-20,Rajdhani Day,699,380
2026-05-20,Rajdhani Night,147,129
2026-05-20,Sridevi,355,189
2026-05-20,Sridevi Night,366,567
2026-05-20,Supreme Day,230,289
2026-05-20,Supreme Night,280,346
2026-05-20,Tara Mumbai Day,466,350
2026-05-20,Time Bazar,120,134
2026-05-21,Kalyan,156,130
2026-05-21,Kalyan Morning,379,378
2026-05-21,Kalyan Night,450,348
2026-05-21,Madhur Day,180,490
2026-05-21,Madhur Morning,360,220
2026-05-21,Madhur Night,156,330
2026-05-21,Madhuri,259,358
2026-05-21,Madhuri Night,113,234
2026-05-21,Main Bazar,569,569
2026-05-21,Milan Day,159,279
2026-05-21,Milan Morning,690,148
2026-05-21,Milan Night,125,580
2026-05-21,Mumbai Day,689,357
2026-05-21,Mumbai Night,270,469
2026-05-21,Rajdhani Day,600,258
2026-05-21,Rajdhani Night,788,488
2026-05-21,Sridevi,799,690
2026-05-21,Sridevi Night,235,114
2026-05-21,Supreme Day,227,169
2026-05-21,Supreme Night,240,155
2026-05-21,Tara Mumbai Day,790,899
2026-05-21,Time Bazar,479,223
2026-05-22,Kalyan,127,190
2026-05-22,Kalyan Morning,159,468
2026-05-22,Kalyan Night,377,389
